Case #,Report Type,UCR Classification,Common Name,Address,Disposition,Occur from,Occur to,Rpt Date
15-000496,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,3/19/2015 07:30AM,3/19/2015 08:30PM,3/19/2015
15-000477,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,3/17/2015 05:00PM,3/18/2015 05:30AM,3/18/2015
15-000482,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,3/12/2015 01:00PM,3/12/2015 02:00PM,3/18/2015
15-000463,THEFT - BICYCLE,LARCENY - OTHER,LANDER HALL,1201 NE CAMPUS PKY,CLOSED,3/16/2015 12:01AM,3/16/2015 07:30AM,3/16/2015
15-000465,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,3/15/2015 03:00PM,3/15/2015 03:30PM,3/16/2015
15-000466,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER HALL,3925  ADAMS LN NE,CLOSED,3/13/2015 03:30PM,3/16/2015 10:10AM,3/16/2015
15-000470,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,3/16/2015 10:45PM,3/16/2015 10:48PM,3/16/2015
15-000458,THEFT - AUTO ACCESSORIES,LARCENY - OF MV PART/ACCESSORIES,W33 PARKING LOT,1112 NE PACIFIC ST,CLOSED,3/13/2015 03:00PM,3/15/2015 12:00PM,3/15/2015
15-000461,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,SUZZALLO LIBRARY,1840 NE GRANT LN,CLEARED-ARREST,3/15/2015 09:10PM,3/15/2015 09:14PM,3/15/2015
15-000452,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,3/8/2015 02:00PM,3/14/2015 09:30AM,3/14/2015
15-000453,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,3/9/2015 04:30PM,3/13/2015 10:30AM,3/14/2015
15-000442,THEFT - BICYCLE PARTS,LARCENY - OTHER,ELECTRICAL ENGINEERING BLDG,3787  EAST STEVENS WAY NE,CLOSED,3/9/2015 08:00AM,3/9/2015 12:50PM,3/13/2015
15-000446,THEFT - BICYCLE,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,3/6/2015 02:00PM,3/13/2015 02:00PM,3/13/2015
15-000436,ASSAULT - SIMPLE,SIMPLE ASSAULT,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,2/23/2015 01:00PM,2/23/2015 01:05PM,3/12/2015
15-000438,THEFT - BICYCLE,LARCENY - OTHER,LAUREL VILLAGE,4200  MARY GATES MEMORIAL DR NE,CLOSED,2/8/2015 11:30PM,2/9/2015 05:00AM,3/12/2015
15-000440,ASSAULT - SIMPLE,SIMPLE ASSAULT,SOC WORK/SPEECH HEARING,4115  UNIVERSITY WAY NE,CLOSED,3/12/2015 07:50PM,3/12/2015 07:55PM,3/12/2015
15-000420,THEFT - OTHER,LARCENY - OTHER,LOEW HALL,3920  EAST STEVENS WAY NE,CLOSED,3/9/2015 05:30PM,3/9/2015 07:18PM,3/10/2015
15-000420,THEFT - OTHER,FRAUD-CREDIT CARD/ATM,LOEW HALL,3920  EAST STEVENS WAY NE,CLOSED,3/9/2015 05:30PM,3/9/2015 07:18PM,3/10/2015
15-000423,THEFT - BICYCLE,LARCENY - OTHER,CHILDRENS CENTER,3904  COWLITZ RD NE,CLOSED,3/10/2015 12:00PM,3/10/2015 03:15PM,3/10/2015
15-000425,THEFT - BICYCLE,LARCENY - OTHER,FOEGE BUILDING,3720  15TH AVE NE,CLOSED,3/10/2015 09:00AM,3/10/2015 05:20PM,3/10/2015
15-000426,THEFT - BICYCLE,LARCENY - OTHER,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,3/10/2015 05:10PM,3/10/2015 05:30PM,3/10/2015
15-000427,THEFT - BICYCLE,LARCENY - OTHER,CONDON HALL,1100 NE CAMPUS PKY,CLOSED,3/10/2015 01:30PM,3/10/2015 03:40PM,3/10/2015
15-000408,THEFT - BICYCLE,LARCENY - OTHER,WILCOX HALL,3749  MASON RD NE,CLOSED,3/9/2015 05:00AM,3/9/2015 06:00AM,3/9/2015
15-000411,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,PORTAGE BAY PARKING FACILITY,3745  15TH AVE NE,CLOSED,3/6/2015 09:00PM,3/9/2015 05:30AM,3/9/2015
15-000412,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,WILCOX HALL,3749  MASON RD NE,CLOSED,3/9/2015 05:00AM,3/9/2015 08:00AM,3/9/2015
15-000414,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,3/9/2015 07:30AM,3/9/2015 03:15PM,3/9/2015
15-000416,THEFT - OTHER,LARCENY - OTHER,KINCAID HALL,3751  WEST STEVENS WAY NE,CLOSED,3/9/2015 11:00AM,3/9/2015 10:00PM,3/9/2015
15-000403,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HANSEE HALL,2011 NE 45TH ST,CLOSED,3/7/2015 01:00PM,3/7/2015 01:40PM,3/7/2015
15-000394,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,3/5/2015 06:45PM,3/6/2015 07:30AM,3/6/2015
15-000386,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,PADELFORD PARKING GARAGE,4112  MASON RD NE,CLOSED,3/5/2015 01:00PM,3/5/2015 03:35PM,3/5/2015
15-000387,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,PADELFORD PARKING GARAGE,4112  MASON RD NE,CLOSED,3/5/2015 09:30AM,3/5/2015 03:45PM,3/5/2015
15-000389,THEFT - BICYCLE,LARCENY - OTHER,WINKENWERDER,3712  GARFIELD PL NE,CLOSED,3/5/2015 01:15PM,3/5/2015 05:00PM,3/5/2015
15-000391,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,3/4/2015 09:00PM,3/4/2015 09:30PM,3/5/2015
15-000392,THEFT - BICYCLE,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,3/5/2015 07:00AM,3/5/2015 08:15PM,3/5/2015
15-000370,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,3/3/2015 05:00PM,3/4/2015 07:30AM,3/4/2015
15-000376,THEFT - BICYCLE,LARCENY - FROM BUILDING,ALDER HALL,1315 NE CAMPUS PKY,CLOSED,11/30/2014 12:00PM,3/4/2015 03:40PM,3/4/2015
15-000368,THEFT - BICYCLE,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,3/1/2015 01:00PM,3/3/2015 07:45AM,3/3/2015
15-000352,THEFT - FROM BUILDING,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,2/27/2015 03:00PM,3/2/2015 08:00AM,3/2/2015
15-000354,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MARY GATES HALL,1851 NE GRANT LN,CLOSED,2/27/2015 05:00PM,3/2/2015 07:30AM,3/2/2015
15-000357,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ROOSEVELT CLINIC II,4245  ROOSEVELT WAY NE,CLOSED,3/2/2015 01:00PM,3/2/2015 01:15PM,3/2/2015
15-000341,THEFT - BICYCLE PARTS,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,2/27/2015 11:00PM,2/28/2015 07:30AM,2/28/2015
15-000336,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,NORDHEIM COURT,5000  25TH AVE NE,CLOSED,2/26/2015 11:00PM,2/27/2015 12:20PM,2/27/2015
15-000332,THEFT - BICYCLE,LARCENY - OTHER,PHYSICS/ASTRONOMY BLDG,3900  15TH AVE NE,CLOSED,2/25/2015 03:30PM,2/25/2015 04:30PM,2/26/2015
15-000334,ASSAULT - SIMPLE,SIMPLE ASSAULT,RED SQUARE,4063  SPOKANE LN NE,CLOSED,2/16/2015 02:25PM,2/26/2015 02:33PM,2/26/2015
15-000325,THEFT - OTHER,LARCENY - OTHER,MCCARTY HALL,4318  WHITMAN CT NE,CLOSED,2/24/2015 10:00PM,2/25/2015 12:00PM,2/25/2015
15-000313,THEFT - OTHER,LARCENY - OTHER,FLAG POLE,4101  MEMORIAL WAY NE,CLOSED,2/17/2015 08:00AM,2/18/2015 12:00PM,2/23/2015
15-000314,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MCMAHON HALL,4200  WHITMAN CT NE,CLOSED,2/20/2015 07:00PM,2/20/2015 08:30PM,2/23/2015
15-000315,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,ROOSEVELT COMMONS GARAGE,1107 NE 45TH ST,CLOSED,2/23/2015 08:00AM,2/23/2015 02:00PM,2/23/2015
15-000316,VEHICLE THEFT,MOTOR VEHICLE THEFT,N11 PARKING LOT,4216  PEND OREILLE RD NE,CLOSED,2/23/2015 07:30AM,2/23/2015 05:01PM,2/23/2015
15-000311,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,2/20/2015 05:00PM,2/22/2015 11:00PM,2/22/2015
15-000297,THEFT - OTHER,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,1/31/2015 08:00AM,2/20/2015 08:26AM,2/20/2015
15-000299,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,BURKE MEMORIAL MUSEUM,4331  MEMORIAL WAY NE,CLOSED,2/20/2015 01:25PM,2/20/2015 01:25PM,2/20/2015
15-000298,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,ARREST,2/20/2015 11:02AM,2/20/2015 11:12AM,2/20/2015
15-000293,THEFT - BICYCLE,LARCENY - OTHER,MCCARTY HALL,4318  WHITMAN CT NE,CLOSED,2/19/2015 01:00AM,2/19/2015 11:00AM,2/19/2015
15-000294,THEFT - BICYCLE,LARCENY - OTHER,LANDER HALL,1201 NE CAMPUS PKY,CLOSED,2/18/2015 05:00PM,2/19/2015 10:20AM,2/19/2015
15-000288,THEFT - BICYCLE,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,2/18/2015 06:59PM,2/18/2015 07:14PM,2/18/2015
15-000282,THEFT - BICYCLE,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,1/30/2015 09:00AM,2/1/2015 10:00AM,2/17/2015
15-000273,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E4 PARKING LOT,3101 NE CLARK RD,CLOSED,2/15/2015 12:45PM,2/15/2015 04:00PM,2/15/2015
15-000274,THEFT - FROM BUILDING,LARCENY - FROM COIN-OPERATED DEVICE,CEDAR APTS EAST,1128 NE 41ST ST,CLOSED,2/15/2015 05:20PM,2/15/2015 05:25PM,2/15/2015
15-000269,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,SUZZALLO LIBRARY,1840 NE GRANT LN,CLOSED,2/12/2015 06:00PM,2/12/2015 06:55PM,2/13/2015
15-000270,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,2/13/2015 04:15PM,2/13/2015 05:45PM,2/13/2015
15-000270,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,2/13/2015 04:15PM,2/13/2015 05:45PM,2/13/2015
15-000257,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,2/11/2015 04:30PM,2/12/2015 07:15AM,2/12/2015
15-000259,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,2/12/2015 02:45PM,2/12/2015 03:30PM,2/12/2015
15-000261,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MARY GATES HALL,1851 NE GRANT LN,CLOSED,2/12/2015 01:30PM,2/12/2015 03:20PM,2/12/2015
15-000249,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,2/11/2015 12:35PM,2/11/2015 12:45PM,2/11/2015
15-000254,THEFT - OTHER,LARCENY - OTHER,BLOEDEL HALL,3714  GARFIELD PL NE,CLOSED,2/11/2015 08:30AM,2/11/2015 04:00PM,2/11/2015
15-000239,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HUSKY STADIUM,3800  MONTLAKE BLVD NE,CLOSED,2/7/2015 07:00PM,2/8/2015 12:00PM,2/10/2015
15-000241,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,2/10/2015 03:30PM,2/10/2015 03:32PM,2/10/2015
15-000242,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E12 PARKING LOT,3750  MONTLAKE BLVD NE,CLOSED,2/10/2015 07:30AM,2/10/2015 05:40PM,2/10/2015
15-000244,THEFT - BICYCLE,LARCENY - OTHER,SAVERY HALL,4100  SPOKANE LN NE,CLOSED,2/10/2015 06:30PM,2/10/2015 08:20PM,2/10/2015
15-000243,THEFT - BICYCLE,LARCENY - OTHER,SAVERY HALL,4100  SPOKANE LN NE,CLOSED,2/10/2015 07:15PM,2/10/2015 08:00PM,2/10/2015
15-000232,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W46 PARKING GARAGE,4317  12TH AVE NE,CLOSED,2/8/2015 06:00AM,2/8/2015 07:00AM,2/8/2015
15-000227,THEFT - CAR PROWL,LARCENY - OF MV PART/ACCESSORIES,WATERFRONT ACTIVITIES CENTER,3701  WALLA WALLA RD NE,CLOSED,1/28/2015 05:00PM,2/7/2015 12:30PM,2/7/2015
15-000229,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,2/7/2015 07:00PM,2/7/2015 08:30PM,2/7/2015
15-000229,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,2/7/2015 07:00PM,2/7/2015 08:30PM,2/7/2015
15-000230,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,2/7/2015 08:00PM,2/7/2015 09:15PM,2/7/2015
15-000222,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E98 PARKING LOT IMA METERS,3911  MONTLAKE BLVD NE,CLOSED,2/5/2015 09:00PM,2/5/2015 10:00PM,2/6/2015
15-000224,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,2/6/2015 09:30AM,2/6/2015 10:30AM,2/6/2015
15-000225,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,1/27/2015 05:00PM,1/27/2015 06:00PM,2/6/2015
15-000220,THEFT - BICYCLE,LARCENY - FROM BUILDING,ELM HALL,1218 NE CAMPUS PKY,CLOSED,2/3/2015 04:00PM,2/4/2015 01:30PM,2/5/2015
15-000221,THEFT - BICYCLE,LARCENY - OTHER,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,2/5/2015 07:00PM,2/5/2015 10:28PM,2/5/2015
15-000204,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,2/3/2015 05:00PM,2/4/2015 07:30AM,2/4/2015
15-000200,ASSAULT - SIMPLE,SIMPLE ASSAULT,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,ARREST,2/3/2015 08:15AM,2/3/2015 10:30AM,2/3/2015
15-000198,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,2/2/2015 08:38AM,2/2/2015 08:39AM,2/2/2015
15-000189,ASSAULT - OTHER AGGRAVATED,AGGRAVATED ASSAULT,,5000  17TH AVE NE,ARREST,1/30/2015 10:20PM,1/30/2015 10:28PM,2/1/2015
15-000189,ASSAULT - OTHER AGGRAVATED,SIMPLE ASSAULT,,5000  17TH AVE NE,ARREST,1/30/2015 10:20PM,1/30/2015 10:28PM,2/1/2015
15-000196,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,2/1/2015 10:56AM,2/1/2015 01:03PM,2/1/2015
15-000191,THEFT - BICYCLE,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,1/25/2015 06:15PM,1/25/2015 09:25PM,1/31/2015
15-000192,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N10 PARKING LOT,4313  PEND OREILLE RD NE,CLOSED,1/30/2015 09:30PM,1/31/2015 06:30AM,1/31/2015
15-000193,THEFT - BICYCLE,LARCENY - OTHER,COMMUNICATIONS BLDG,4109  EAST STEVENS WAY NE,CLOSED,1/31/2015 10:00AM,1/31/2015 03:00PM,1/31/2015
15-000184,VEHICLE THEFT,MOTOR VEHICLE THEFT,N9 PARKING LOT,4300  PEND OREILLE RD NE,CLOSED,1/25/2015 11:45PM,1/30/2015 06:50PM,1/30/2015
15-000185,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ETHNIC CULTURAL CENTER,3931  BROOKLYN AVE NE,CLOSED,1/30/2015 02:00PM,1/30/2015 04:00PM,1/30/2015
15-000178,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,1/29/2015 05:25PM,1/29/2015 05:30PM,1/29/2015
15-000179,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,1/29/2015 05:20PM,1/29/2015 05:30PM,1/29/2015
15-000171,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,1/27/2015 09:05AM,1/27/2015 05:45PM,1/28/2015
15-000172,THEFT - BICYCLE,LARCENY - OTHER,PHYSICS/ASTRONOMY BLDG,3900  15TH AVE NE,CLOSED,1/28/2015 03:25PM,1/28/2015 05:20PM,1/28/2015
15-000167,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC STREET,CLOSED-UNFOUNDED,11/14/2014 12:00PM,1/13/2015 12:00PM,1/27/2015
15-000168,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES CENTE,1959 NE PACIFIC ST,CLOSED,1/27/2015 09:00AM,1/27/2015 05:30PM,1/27/2015
15-000165,THEFT - BICYCLE,LARCENY - OTHER,SAVERY HALL,4100  SPOKANE LN NE,CLOSED,1/26/2015 03:00PM,1/26/2015 07:20PM,1/26/2015
15-000166,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E18 PARKING LOT,2500 NE WAHKIAKUM LN,CLOSED,1/25/2015 03:00PM,1/26/2015 08:00PM,1/26/2015
15-000159,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N13 PARKING LOT,4211  PEND OREILLE RD NE,CLOSED,1/24/2015 08:00PM,1/25/2015 02:20PM,1/25/2015
15-000160,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ALLEN LIBRARY,1900 NE GRANT LN,CLOSED,1/25/2015 03:30PM,1/25/2015 03:40PM,1/25/2015
15-000155,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W32/33 PARKING LOT,1112 NE PACIFIC ST,CLOSED,1/23/2015 09:00PM,1/24/2015 09:15AM,1/24/2015
15-000143,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,1/22/2015 05:00PM,1/23/2015 08:00AM,1/23/2015
15-000145,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,WILLIAM H. GATES HALL,4293  MEMORIAL WAY NE,CLOSED,1/23/2015 08:02AM,1/23/2015 08:04AM,1/23/2015
15-000152,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ALLEN LIBRARY,1900 NE GRANT LN,CLOSED,1/23/2015 05:25PM,1/23/2015 05:35PM,1/23/2015
15-000137,THEFT - OTHER,LARCENY - OTHER,STEVENS CT APT EAST ABCDH,3801  BROOKLYN AVE NE,CLOSED,1/21/2015 01:30PM,1/21/2015 06:30PM,1/22/2015
15-000138,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HAGGETT HALL,4290  WHITMAN CT NE,CLOSED,1/22/2015 02:00PM,1/22/2015 02:05PM,1/22/2015
15-000128,THEFT - OTHER,LARCENY - FROM BUILDING,CORP YARD BLDGS,4205  MARY GATES MEMORIAL DR NE,CLEARED-ARREST,1/21/2015 05:00AM,1/21/2015 07:19AM,1/21/2015
15-000116,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,1/16/2015 04:00PM,1/20/2015 07:30AM,1/20/2015
15-000120,THEFT - FROM BUILDING,LARCENY - OTHER,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,1/20/2015 02:30PM,1/20/2015 02:43PM,1/20/2015
15-000122,THEFT - BICYCLE,LARCENY - OTHER,HAGGETT HALL,4290  WHITMAN CT NE,CLOSED,1/13/2015 09:10AM,1/14/2015 09:10AM,1/20/2015
15-000123,THEFT - OTHER,LARCENY - OTHER,ELM HALL,1218 NE CAMPUS PKY,CLOSED,1/16/2015 03:30PM,1/20/2015 02:30PM,1/20/2015
15-000124,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,SUZZALLO LIBRARY,1840 NE GRANT LN,CLOSED,1/20/2015 04:15PM,1/20/2015 04:20PM,1/20/2015
15-000111,THEFT - BICYCLE,LARCENY - OTHER,,1218 NE CAMPUS PKY,CLOSED,1/19/2015 09:00AM,1/19/2015 02:50PM,1/19/2015
15-000100,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ETHNIC CULTURAL CENTER,3931  BROOKLYN AVE NE,CLOSED,1/16/2015 04:00PM,1/16/2015 04:10PM,1/16/2015
15-000101,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,1/14/2015 08:00AM,1/14/2015 09:00AM,1/16/2015
15-000102,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,1/16/2015 07:15PM,1/16/2015 07:40PM,1/16/2015
15-000103,ASSAULT - SIMPLE,SIMPLE ASSAULT,ELM HALL,4106  BROOKLYN AVE NE,CLOSED,1/16/2015 08:45PM,1/16/2015 08:48PM,1/16/2015
15-000104,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,1/16/2015 06:30PM,1/16/2015 08:30PM,1/16/2015
15-000104,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,1/16/2015 06:30PM,1/16/2015 08:30PM,1/16/2015
15-000091,VEHICLE THEFT,MOTOR VEHICLE THEFT,E12 PARKING LOT,3750  MONTLAKE BLVD NE,CLOSED,1/15/2015 05:45AM,1/15/2015 03:40PM,1/15/2015
15-000084,THEFT - BICYCLE,LARCENY - OTHER,BENJAMIN HALL RESEARCH BLDG,616 NE NORTHLAKE PL,CLOSED,1/13/2015 07:45AM,1/13/2015 01:00PM,1/13/2015
15-000072,THEFT - BICYCLE,LARCENY - OTHER,GOULD HALL,3950  UNIVERSITY WAY NE,CLOSED,12/16/2014 09:00AM,1/1/2015 01:00PM,1/12/2015
15-000074,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,NORTHWEST HORTICULTURAL SOC,3501 NE 41ST ST,CLOSED,1/12/2015 11:30AM,1/12/2015 02:00PM,1/12/2015
15-000068,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HANSEE HALL,2011 NE 45TH ST,CLOSED,1/11/2015 05:00PM,1/11/2015 08:30PM,1/11/2015
15-000064,THEFT - OTHER,LARCENY - OTHER,WATERFRONT ACTIVITIES CENTER,3701  WALLA WALLA RD NE,CLOSED,1/8/2015 03:00PM,1/10/2015 12:00PM,1/10/2015
15-000065,THEFT - OTHER,LARCENY - OTHER,CEDAR APTS WEST,1112 NE 41ST ST,CLOSED,1/4/2015 12:01AM,1/10/2015 06:34PM,1/10/2015
15-000058,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,LAUREL VILLAGE,4200  MARY GATES MEMORIAL DR NE,CLEARED-ARREST,1/8/2015 06:00PM,1/9/2015 08:00AM,1/9/2015
15-000058,THEFT - CAR PROWL,STOLEN PROPERTY,LAUREL VILLAGE,4200  MARY GATES MEMORIAL DR NE,CLEARED-ARREST,1/8/2015 06:00PM,1/9/2015 08:00AM,1/9/2015
15-000062,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,1/9/2015 09:45AM,1/9/2015 11:00PM,1/9/2015
15-000052,THEFT - BICYCLE,LARCENY - OTHER,STEVENS CRT APT WEST JKLM,1112 NE PACIFIC ST,CLOSED,1/5/2015 09:00AM,1/8/2015 01:41PM,1/8/2015
15-000053,THEFT - OTHER,LARCENY - FROM BUILDING,ALLEN LIBRARY,1900 NE GRANT LN,CLOSED,1/8/2015 03:00PM,1/8/2015 05:00PM,1/8/2015
15-000055,THEFT - BICYCLE,LARCENY - OTHER,FOEGE BUILDING,3720  15TH AVE NE,CLOSED,1/8/2015 09:30AM,1/8/2015 05:30PM,1/8/2015
15-000046,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N10 PARKING LOT,4313  PEND OREILLE RD NE,CLOSED,1/6/2015 08:00PM,1/7/2015 01:35PM,1/7/2015
15-000039,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,1/6/2015 08:30PM,1/6/2015 08:40PM,1/6/2015
15-000023,THEFT - OTHER,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,12/23/2014 02:30PM,12/24/2014 08:00AM,1/5/2015
